,code,name,market,sector,date,start_price,closing_price,high_price,low_price,MA25,volume
745,2819,エバラ食品工業,東証１,食料品,2020年5月09日,"2,210","2,200","2,210","2,198",1.77,4
746,2820,やまみ,東証１,食料品,2020年5月09日,"1,976","2,054","2,077","1,966",11.19,29
749,2871,ニチレイ,東証１,食料品,2020年5月09日,"2,750","2,726","2,766","2,706",-3.14,1913
751,2874,ヨコレイ,東証１,卸売業,2020年5月09日,887,887,890,880,0.54,76
752,2875,東洋水産,東証１,食料品,2020年5月09日,"5,190","5,250","5,300","5,180",-0.58,1886
755,2882,イートアンド,東証１,食料品,2020年5月09日,"1,733","1,750","1,750","1,727",4.42,26
756,2883,大冷,東証１,食料品,2020年5月09日,"1,935","1,880","1,950","1,866",2.84,15
757,2884,ヨシムラ・フード・ホールディングス,東証１,食料品,2020年5月09日,"1,099","1,107","1,133","1,095",22.8,359
760,2897,日清食品ホールディングス,東証１,食料品,2020年5月09日,"9,100","9,020","9,150","8,960",0.16,2639
761,2899,永谷園ホールディングス,東証１,食料品,2020年5月09日,"2,185","2,216","2,216","2,172",1.8,18
765,2904,一正蒲鉾,東証１,食料品,2020年5月09日,961,952,964,952,0.21,36
768,2908,フジッコ,東証１,食料品,2020年5月09日,"1,947","1,925","1,948","1,909",-1.39,80
769,2910,ロック・フィールド,東証１,食料品,2020年5月09日,"1,286","1,277","1,294","1,266",-6.91,118
771,2914,ＪＴ,東証１,食料品,2020年5月09日,"1,969.0","1,970.5","1,976.5","1,951.5",-0.4,9167
772,2915,ケンコーマヨネーズ,東証１,食料品,2020年5月09日,"1,978","1,980","1,993","1,943",0.86,42
775,2918,わらべや日洋ホールディングス,東証１,食料品,2020年5月09日,"1,590","1,607","1,621","1,590",-0.67,96
777,2922,なとり,東証１,食料品,2020年5月09日,"1,729","1,735","1,735","1,714",1.6,19
779,2924,イフジ産業,東証１,食料品,2020年5月09日,779,796,796,765,5.11,9
780,2925,ピックルスコーポレーション,東証１,食料品,2020年5月09日,"2,255","2,236","2,265","2,222",-0.76,24
785,2930,北の達人コーポレーション,東証１,食料品,2020年5月09日,514,525,531,510,6.36,631
786,2931,ユーグレナ,東証１,食料品,2020年5月09日,647,666,670,644,0.99,691
791,2975,スター・マイカ・ホールディングス,東証１,不動産業,2020年5月09日,"1,470","1,504","1,506","1,470",8.37,40
797,2982,ＡＤワークスグループ,東証１,不動産業,2020年5月09日,165,170,170,164,,15
798,3001,片倉工業,東証１,繊維製品,2020年5月09日,"1,046","1,043","1,050","1,022",2.04,76
799,3002,グンゼ,東証１,繊維製品,2020年5月09日,"3,650","3,710","3,710","3,645",2.4,88
800,3003,ヒューリック,東証１,不動産業,2020年5月09日,"1,011","1,021","1,023","1,003",0.73,1049
801,3004,神栄,東証１,卸売業,2020年5月09日,540,523,540,522,-5.16,4
806,3023,ラサ商事,東証１,卸売業,2020年5月09日,820,835,835,815,1.67,13
808,3028,アルペン,東証１,小売業,2020年5月09日,"1,600","1,623","1,638","1,593",3.29,277
809,3030,ハブ,東証１,小売業,2020年5月09日,624,670,670,624,16.68,22
810,3031,ラクーンホールディングス,東証１,情報・通信業,2020年5月09日,670,668,674,642,11.46,201
812,3034,クオールホールディングス,東証１,小売業,2020年5月09日,"1,139","1,153","1,165","1,138",-3.79,150
814,3036,アルコニックス,東証１,卸売業,2020年5月09日,"1,100","1,138","1,140","1,100",7.2,50
815,3038,神戸物産,東証１,卸売業,2020年5月09日,"5,300","5,250","5,350","5,180",5.37,6386
816,3040,ソリトンシステムズ,東証１,情報・通信業,2020年5月09日,"1,367","1,356","1,367","1,321",2.88,388
820,3046,ジンズホールディングス,東証１,小売業,2020年5月09日,"5,720","5,920","5,940","5,700",7.71,604
822,3048,ビックカメラ,東証１,小売業,2020年5月09日,974,"1,021","1,025",964,14.65,1194
823,3050,ＤＣＭホールディングス,東証１,小売業,2020年5月09日,"1,072","1,077","1,085","1,061",5.02,986
824,3053,ペッパーフードサービス,東証１,小売業,2020年5月09日,431,451,451,426,4.22,157
825,3054,ハイパー,東証１,卸売業,2020年5月09日,586,579,589,564,8.2,70
831,3064,ＭｏｎｏｔａＲＯ,東証１,小売業,2020年5月09日,"3,750","3,765","3,790","3,700",20.04,4529
834,3067,東京一番フーズ,東証１,小売業,2020年5月09日,412,439,439,412,4.61,7
839,3073,ＤＤホールディングス,東証１,小売業,2020年5月09日,823,906,914,811,23.26,322
841,3076,あい　ホールディングス,東証１,卸売業,2020年5月09日,"1,350","1,373","1,373","1,336",4,123
843,3079,ディーブイエックス,東証１,卸売業,2020年5月09日,900,913,914,885,4.74,6
845,3082,きちりホールディングス,東証１,小売業,2020年5月09日,554,588,594,552,9.89,23
847,3085,アークランドサービスホールディングス,東証１,小売業,2020年5月09日,"1,695","1,752","1,757","1,690",12.83,411
848,3086,Ｊ．フロント　リテイリング,東証１,小売業,2020年5月09日,845,871,872,838,6.84,1880
849,3087,ドトール・日レスホールディングス,東証１,小売業,2020年5月09日,"1,651","1,693","1,696","1,638",3.84,395
850,3088,マツモトキヨシホールディングス,東証１,小売業,2020年5月09日,"3,625","3,605","3,635","3,555",-4,1606
852,3091,ブロンコビリー,東証１,小売業,2020年5月09日,"2,064","2,113","2,113","2,030",2.45,154
853,3092,ＺＯＺＯ,東証１,小売業,2020年5月09日,"1,880","1,919","1,950","1,876",16.9,4328
854,3093,トレジャー・ファクトリー,東証１,小売業,2020年5月09日,692,679,692,666,7.23,22
857,3097,物語コーポレーション,東証１,小売業,2020年5月09日,"6,540","6,840","6,850","6,540",15.02,637
858,3098,ココカラファイン,東証１,小売業,2020年5月09日,"4,975","4,930","4,990","4,915",-5.19,205
859,3099,三越伊勢丹ホールディングス,東証１,小売業,2020年5月09日,631,635,635,619,3.06,2824
860,3101,東洋紡,東証１,繊維製品,2020年5月09日,"1,257","1,264","1,279","1,242",7.54,684
861,3103,ユニチカ,東証１,繊維製品,2020年5月09日,303,316,319,302,8.23,376
862,3104,富士紡ホールディングス,東証１,繊維製品,2020年5月09日,"2,885","2,944","2,955","2,885",11.17,79
863,3105,日清紡ホールディングス,東証１,電気機器,2020年5月09日,747,760,761,738,9.1,813
864,3106,クラボウ,東証１,繊維製品,2020年5月09日,"2,448","2,447","2,466","2,416",-1.73,208
865,3107,ダイワボウホールディングス,東証１,卸売業,2020年5月09日,"6,880","6,990","7,010","6,880",13.61,974
866,3109,シキボウ,東証１,繊維製品,2020年5月09日,"1,043","1,050","1,053","1,039",-0.78,131
867,3110,日東紡績,東証１,ガラス・土石,2020年5月09日,"5,160","5,140","5,200","5,050",5.33,425
870,3116,トヨタ紡織,東証１,輸送用機器,2020年5月09日,"1,282","1,320","1,321","1,275",5.41,349
875,3132,マクニカ・富士エレホールディングス,東証１,卸売業,2020年5月09日,"1,494","1,503","1,556","1,493",7.71,552
877,3134,Ｈａｍｅｅ,東証１,小売業,2020年5月09日,"1,350","1,338","1,374","1,307",9.69,186
882,3139,ラクト・ジャパン,東証１,卸売業,2020年5月09日,"3,540","3,630","3,630","3,525",13.77,191
884,3141,ウエルシアホールディングス,東証１,小売業,2020年5月09日,"8,000","7,900","8,040","7,810",-0.38,3107
886,3148,クリエイトＳＤホールディングス,東証１,小売業,2020年5月09日,"3,100","3,100","3,145","3,060",5.42,428
888,3151,バイタルケーエスケー・ホールディングス,東証１,卸売業,2020年5月09日,"1,085","1,082","1,088","1,072",-1.39,63
889,3153,八洲電機,東証１,卸売業,2020年5月09日,832,832,832,821,4.81,8
890,3154,メディアスホールディングス,東証１,卸売業,2020年5月09日,918,908,927,901,4.36,12
891,3156,レスターホールディングス,東証１,卸売業,2020年5月09日,"1,773","1,758","1,783","1,743",7.29,106
892,3157,ジューテックホールディングス,東証１,卸売業,2020年5月09日,"1,015",989,"1,015",988,1.77,2
893,3159,丸善ＣＨＩホールディングス,東証１,小売業,2020年5月09日,378,377,380,374,1.3,24
894,3160,大光,東証１,卸売業,2020年5月09日,703,702,704,694,10.89,5
896,3166,ＯＣＨＩホールディングス,東証１,卸売業,2020年5月09日,"1,414","1,405","1,414","1,355",2.32,7
897,3167,ＴＯＫＡＩホールディングス,東証１,卸売業,2020年5月09日,990,989,994,970,6.86,216
898,3168,黒谷,東証１,卸売業,2020年5月09日,433,435,435,430,10.54,3
899,3169,ミサワ,東証１,小売業,2020年5月09日,503,502,503,482,14.28,18
901,3172,ティーライフ,東証１,小売業,2020年5月09日,900,932,937,900,5.96,22
902,3173,Ｃｏｍｉｎｉｘ,東証１,卸売業,2020年5月09日,732,765,775,732,8.71,10
904,3175,エー・ピーカンパニー,東証１,小売業,2020年5月09日,381,405,410,381,5.38,13
905,3176,三洋貿易,東証１,卸売業,2020年5月09日,849,859,859,837,4.57,45
907,3178,チムニー,東証１,小売業,2020年5月09日,"1,635","1,717","1,735","1,635",12.93,84
908,3179,シュッピン,東証１,小売業,2020年5月09日,745,756,756,730,13.56,100
909,3180,ビューティガレージ,東証１,卸売業,2020年5月09日,"1,600","1,604","1,607","1,528",13.31,88
911,3182,オイシックス・ラ・大地,東証１,小売業,2020年5月09日,"1,720","1,667","1,740","1,648",4.01,1129
912,3183,ウイン・パートナーズ,東証１,卸売業,2020年5月09日,905,908,919,884,-0.72,24
915,3186,ネクステージ,東証１,小売業,2020年5月09日,778,785,789,756,20.71,551
919,3191,ジョイフル本田,東証１,小売業,2020年5月09日,"1,260","1,272","1,277","1,250",0.26,276
921,3193,鳥貴族,東証１,小売業,2020年5月09日,"1,589","1,694","1,701","1,568",15.75,674
922,3194,キリン堂ホールディングス,東証１,小売業,2020年5月09日,"2,039","2,084","2,110","2,039",6.78,129
924,3196,ホットランド,東証１,小売業,2020年5月09日,"1,083","1,111","1,113","1,080",12.19,143
925,3197,すかいらーくホールディングス,東証１,小売業,2020年5月09日,"1,619","1,700","1,701","1,610",9.89,5644
926,3198,ＳＦＰホールディングス,東証１,小売業,2020年5月09日,"1,398","1,453","1,453","1,396",10.03,119
927,3199,綿半ホールディングス,東証１,小売業,2020年5月09日,"1,780","1,781","1,781","1,741",9.83,22
928,3201,日本毛織,東証１,繊維製品,2020年5月09日,940,937,944,931,2.04,294
929,3202,ダイトウボウ,東証１,繊維製品,2020年5月09日,122,123,125,121,-11.36,72
930,3204,トーア紡コーポレーション,東証１,繊維製品,2020年5月09日,467,460,467,458,0.83,2
931,3205,ダイドーリミテッド,東証１,繊維製品,2020年5月09日,197,198,198,194,3.99,6
932,3221,ヨシックス,東証１,小売業,2020年5月09日,"1,892","2,004","2,020","1,880",14.91,154
933,3222,ユナイテッド・スーパーマーケット・ホールディングス,東証１,小売業,2020年5月09日,"1,030","1,032","1,042","1,022",1.84,127
938,3228,三栄建築設計,東証１,不動産業,2020年5月09日,"1,127","1,136","1,159","1,127",-2.12,14
939,3231,野村不動産ホールディングス,東証１,不動産業,2020年5月09日,"1,847","1,837","1,879","1,813",8.86,2121
940,3232,三重交通グループホールディングス,東証１,不動産業,2020年5月09日,471,485,485,471,1.81,27
947,3244,サムティ,東証１,不動産業,2020年5月09日,"1,395","1,411","1,412","1,371",10.6,336
948,3245,ディア・ライフ,東証１,不動産業,2020年5月09日,417,418,424,414,8.98,63
949,3246,コーセーアールイー,東証１,不動産業,2020年5月09日,463,465,465,460,6.12,3
952,3252,日本商業開発,東証１,不動産業,2020年5月09日,"1,362","1,394","1,396","1,362",7.37,48
953,3254,プレサンスコーポレーション,東証１,不動産業,2020年5月09日,"1,120","1,131","1,131","1,106",8.79,423
954,3258,ユニゾホールディングス,東証１,不動産業,2020年5月09日,"5,970","5,980","5,980","5,970",0.26,84
959,3267,フィル・カンパニー,東証１,建設業,2020年5月09日,"2,869","2,875","2,875","2,778",15.8,118
961,3271,ＴＨＥグローバル社,東証１,不動産業,2020年5月09日,315,322,323,307,4.42,41
962,3275,ハウスコム,東証１,不動産業,2020年5月09日,"1,315","1,277","1,315","1,264",0.9,9
963,3276,日本管理センター,東証１,不動産業,2020年5月09日,"1,048","1,035","1,053","1,020",1.03,33
964,3277,サンセイランディック,東証１,不動産業,2020年5月09日,729,749,749,729,12.66,14
967,3280,エストラスト,東証１,不動産業,2020年5月09日,588,603,603,588,6.88,3
971,3284,フージャースホールディングス,東証１,不動産業,2020年5月09日,606,611,616,603,2.19,80
974,3288,オープンハウス,東証１,不動産業,2020年5月09日,"2,360","2,398","2,414","2,329",9.36,969
975,3289,東急不動産ホールディングス,東証１,不動産業,2020年5月09日,512,529,532,509,7.17,1668
977,3291,飯田グループホールディングス,東証１,不動産業,2020年5月09日,"1,397","1,432","1,436","1,388",2.58,615
980,3294,イーグランド,東証１,不動産業,2020年5月09日,629,636,637,625,4.15,6
985,3299,ムゲンエステート,東証１,不動産業,2020年5月09日,455,459,461,450,5.6,52
987,3302,帝国繊維,東証１,繊維製品,2020年5月09日,"2,230","2,196","2,238","2,171",3.26,119
990,3315,日本コークス工業,東証１,石油・石炭,2020年5月09日,57,58,58,56,0.49,15
993,3319,ゴルフダイジェスト・オンライン,東証１,小売業,2020年5月09日,494,491,496,486,5.36,14
995,3321,ミタチ産業,東証１,卸売業,2020年5月09日,596,602,602,596,7.16,4
999,3328,ＢＥＥＮＯＳ,東証１,小売業,2020年5月09日,983,973,983,937,13.91,247
1001,3333,あさひ,東証１,小売業,2020年5月09日,"1,320","1,376","1,378","1,320",9.89,463
1002,3341,日本調剤,東証１,小売業,2020年5月09日,"1,695","1,680","1,700","1,666",0.04,133
1006,3349,コスモス薬品,東証１,小売業,2020年5月09日,"29,380","28,790","29,560","28,510",3.93,3643
1014,3360,シップヘルスケアホールディングス,東証１,卸売業,2020年5月09日,"4,890","4,810","4,890","4,775",2.55,744
1015,3361,トーエル,東証１,小売業,2020年5月09日,688,696,697,681,-6.86,14
1017,3371,ソフトクリエイトホールディングス,東証１,情報・通信業,2020年5月09日,"1,859","1,850","1,859","1,828",7.44,35
1021,3376,オンリー,東証１,小売業,2020年5月09日,569,570,572,569,-0.44,3
1023,3382,セブン＆アイ・ホールディングス,東証１,小売業,2020年5月09日,"3,450.0","3,454.0","3,458.0","3,372.0",-2.69,8715
1026,3387,クリエイト・レストランツ・ホールディングス,東証１,小売業,2020年5月09日,599,655,659,597,13.8,1186
1027,3388,明治電機工業,東証１,卸売業,2020年5月09日,"1,225","1,242","1,243","1,224",0.16,8
1029,3391,ツルハホールディングス,東証１,小売業,2020年5月09日,"14,440","14,320","14,540","14,240",-0.06,3338
1030,3392,デリカフーズホールディングス,東証１,卸売業,2020年5月09日,635,627,635,615,-0.46,16
